duration,protocol_type,src_port,dst_port,pkt_count,byte_count,avg_pkt_size,flow_iat_mean,flow_iat_std,fwd_pkt_count,bwd_pkt_count,fwd_byte_count,bwd_byte_count,syn_flag,ack_flag,rst_flag,fin_flag,psh_flag,urg_flag,login_attempts,label
116.8468,17,3082,328,413,43365,105.0,0.469927,0.054016,217,196,26019,17346,0,0,1,0,0,0,108,SSH-Bruteforce
47.7246,6,54989,433,319,56144,176.0,0.104212,0.292436,212,107,33686,22458,1,0,0,1,1,0,103,SSH-Bruteforce
195.7404,17,54903,519,2046,4014252,1962.0,0.415853,0.128895,1287,759,2408551,1605701,0,1,0,0,1,0,0,DataExfiltration
82.52,6,8135,885,26434,1982550,75.0,0.209898,0.242394,12748,13686,1189530,793020,1,0,0,0,0,1,0,DDoS
21.1132,6,35488,673,89,26255,295.0,0.324641,0.144009,37,52,15753,10502,0,1,0,0,0,0,1,BENIGN
1.0832,17,16810,402,7,1694,242.0,0.369533,0.158249,3,4,1016,678,1,1,0,0,1,0,2,SQL-Injection
1.8564,1,29855,271,18,7218,401.0,0.017151,0.008415,7,11,4330,2888,1,1,0,0,0,0,0,Malware-C2
22.3893,6,60771,913,85,7395,87.0,0.257469,0.216597,49,36,4437,2958,0,1,0,1,0,0,1,BENIGN
0.341,17,16030,322,12,17796,1483.0,0.170719,0.131598,7,5,10677,7119,0,1,0,0,1,0,0,XSS
8.7231,17,13780,61,84,24528,292.0,0.183319,0.034962,48,36,14716,9812,0,0,0,1,0,0,0,BENIGN
22.8015,1,29632,223,54,17496,324.0,0.201205,0.057615,23,31,10497,6999,1,1,0,0,1,0,0,BENIGN
24.1132,17,54306,941,26,2626,101.0,0.146147,0.013549,15,11,1575,1051,0,1,0,1,1,0,1,BENIGN
23.4101,17,16422,639,92,22632,246.0,0.24349,0.127293,55,37,13579,9053,0,1,0,0,1,0,1,BENIGN
20.9702,1,24666,274,778,2120828,2726.0,0.332265,0.20684,329,449,1272496,848332,1,1,0,1,1,0,2,Ransomware
56.8136,17,40224,914,374,78166,209.0,0.08648,0.171596,218,156,46899,31267,1,0,1,0,0,0,203,SSH-Bruteforce
37.1285,17,55509,498,527,30566,58.0,0.056852,0.140915,340,187,18339,12227,0,0,0,0,0,0,0,DNS-Tunneling
1.2573,1,25842,456,4717,377360,80.0,0.346643,0.120022,2979,1738,226416,150944,1,0,1,0,0,0,0,PortScan
11.9089,6,41378,31,19,5396,284.0,0.253631,0.052192,12,7,3237,2159,0,1,0,0,1,0,1,BENIGN
149.8615,17,56014,543,10596,614568,58.0,0.286466,0.212222,5181,5415,368740,245828,1,0,0,0,0,0,0,DDoS
5.4573,1,10868,4,356,323248,908.0,0.195694,0.080712,155,201,193948,129300,0,1,0,0,0,0,0,Ransomware
24.2029,17,41542,87,28275,2035800,72.0,0.317673,0.095168,18103,10172,1221480,814320,1,0,0,0,0,1,0,DDoS
30.8203,6,12789,627,7031,27906039,3969.0,0.061027,0.161357,4022,3009,16743623,11162416,0,1,0,0,1,0,0,DataExfiltration
5.953,17,13791,11,46,20608,448.0,0.00498,0.078277,26,20,12364,8244,0,1,0,1,1,0,0,BENIGN
29.4067,6,30381,894,972,65124,67.0,0.18322,0.108293,674,298,39074,26050,1,0,0,0,0,0,0,PortScan
39.5658,6,41987,885,529,54487,103.0,0.001967,0.178679,268,261,32692,21795,1,1,0,0,0,0,0,DNS-Tunneling
54.2602,1,41183,384,381,47625,125.0,0.129413,0.128873,188,193,28575,19050,1,0,0,0,0,0,97,SSH-Bruteforce
2.4743,1,44810,940,51,11526,226.0,0.469831,0.263655,32,19,6915,4611,0,1,0,1,0,0,0,BENIGN
24.3226,17,19854,746,33,13332,404.0,0.489609,0.28303,17,16,7999,5333,0,0,1,0,1,0,1,BENIGN
43.9519,1,30052,993,336,679728,2023.0,0.352731,0.29804,190,146,407836,271892,0,1,0,1,0,0,2,Ransomware
2.2079,6,15352,335,25,4750,190.0,0.236211,0.283627,12,13,2850,1900,0,0,0,0,0,0,6,PrivilegeEscalation
9.2005,17,62425,816,13,5525,425.0,0.159286,0.206783,7,6,3315,2210,0,1,0,0,0,0,1,BENIGN
21.8514,1,42246,172,7577,30648965,4045.0,0.019646,0.056458,4541,3036,18389379,12259586,1,0,0,0,1,0,0,DataExfiltration
0.3209,6,19927,345,13,24583,1891.0,0.147912,0.014462,5,8,14749,9834,0,1,0,0,1,0,0,SQL-Injection
138.0757,1,26429,629,20626,825040,40.0,0.110925,0.195624,11892,8734,495024,330016,1,0,1,0,0,1,0,DDoS
49.5543,6,46915,139,376,44368,118.0,0.269718,0.027157,156,220,26620,17748,1,1,1,0,0,0,249,SSH-Bruteforce
8.0963,1,26232,551,68,21896,322.0,0.257037,0.05508,36,32,13137,8759,0,1,0,1,0,0,0,BENIGN
1.4481,17,27041,541,4,6852,1713.0,0.327148,0.131097,1,3,4111,2741,1,1,0,1,1,0,1,SQL-Injection
3.9219,1,17641,117,31,2325,75.0,0.335792,0.160335,12,19,1395,930,0,1,0,0,0,0,0,Malware-C2
4.7283,1,18954,170,22,3168,144.0,0.382587,0.154617,11,11,1900,1268,0,0,0,0,1,0,0,BENIGN
0.6592,6,47688,937,6,7620,1270.0,0.383027,0.273943,3,3,4572,3048,1,1,0,0,1,0,1,SQL-Injection
172.6319,1,55782,67,7738,24080656,3112.0,0.126203,0.253769,4109,3629,14448393,9632263,0,1,0,0,1,0,0,DataExfiltration
0.893,6,58347,478,8,17888,2236.0,0.406156,0.125535,4,4,10732,7156,1,0,0,1,1,0,1,XSS
117.3471,6,19638,758,95,19475,205.0,0.313666,0.187609,53,42,11685,7790,1,1,1,0,1,0,273,SSH-Bruteforce
0.5638,17,35782,814,12,32856,2738.0,0.328707,0.038186,8,4,19713,13143,1,1,0,0,1,0,1,XSS
7.8733,1,46656,478,71,34293,483.0,0.218812,0.251799,38,33,20575,13718,0,1,0,1,0,0,1,BENIGN
6.8893,6,30138,133,100,47400,474.0,0.343837,0.224174,62,38,28440,18960,1,1,0,1,0,0,0,BENIGN
1.156,6,63549,522,21,5838,278.0,0.002665,0.014732,13,8,3502,2336,0,1,0,1,0,0,1,SQL-Injection
3.7117,6,59820,924,80,10960,137.0,0.076525,0.053478,40,40,6576,4384,0,0,0,1,1,0,0,Malware-C2
24.8655,17,19505,496,66,33792,512.0,0.342906,0.122067,31,35,20275,13517,0,1,0,0,0,0,1,BENIGN
185.6763,1,4813,656,34598,1556910,45.0,0.365097,0.116284,22916,11682,934146,622764,1,0,0,0,0,1,0,DDoS
11.9279,6,45503,585,111,3774,34.0,0.483723,0.102042,45,66,2264,1510,0,0,0,0,0,0,0,ARP-Spoofing
107.6039,6,3128,628,7866,43790022,5567.0,0.21742,0.02091,4154,3712,26274013,17516009,0,1,0,1,1,0,0,DataExfiltration
52.4171,17,19409,984,280,582680,2081.0,0.391692,0.108135,154,126,349608,233072,0,0,0,1,1,0,2,Ransomware
19.457,17,54013,1022,85,5610,66.0,0.485734,0.048026,45,40,3366,2244,1,1,0,0,1,0,1,BENIGN
0.389,17,54524,399,20,21600,1080.0,0.225463,0.126734,10,10,12960,8640,0,1,0,0,1,0,1,SQL-Injection
0.8446,1,32824,1019,41,15826,386.0,0.205148,0.149078,20,21,9495,6331,0,1,0,1,1,0,1,BENIGN
29.7959,6,33812,955,96,22944,239.0,0.472742,0.005895,50,46,13766,9178,0,1,0,1,1,0,1,BENIGN
19.0729,6,20785,128,18,8964,498.0,0.027203,0.093197,8,10,5378,3586,0,0,0,0,1,0,0,BENIGN
13.7282,1,1139,37,1654,130666,79.0,0.027034,0.148073,950,704,78399,52267,1,0,1,0,0,0,0,PortScan
73.2401,17,23022,424,322,74060,230.0,0.237703,0.035171,185,137,44436,29624,1,0,1,1,0,0,226,SSH-Bruteforce
14.0556,6,61716,100,503,56839,113.0,0.089135,0.296793,208,295,34103,22736,1,0,1,0,0,0,0,DNS-Tunneling
24.0176,1,29416,905,146,26134,179.0,0.471465,0.052533,81,65,15680,10454,0,1,0,0,0,0,275,SSH-Bruteforce
1.4924,17,44830,1006,5,3120,624.0,0.054473,0.127913,2,3,1872,1248,0,1,0,1,1,0,1,SQL-Injection
4.958,6,31617,159,36,11592,322.0,0.429416,0.17847,17,19,6955,4637,0,1,0,0,0,0,1,BENIGN
4.4418,6,33605,500,222,6882,31.0,0.203024,0.217027,153,69,4129,2753,0,0,0,0,0,0,0,ARP-Spoofing
12.9516,6,50823,958,599,31747,53.0,0.314866,0.133961,350,249,19048,12699,1,0,0,0,0,0,0,PortScan
258.7598,6,33727,249,31852,3089644,97.0,0.180161,0.155259,22285,9567,1853786,1235858,1,0,0,0,0,1,0,DDoS
1.9057,17,52208,627,5,1585,317.0,0.023931,0.10681,2,3,951,634,1,1,0,1,1,0,2,SQL-Injection
260.4466,6,45083,525,6667,280014,42.0,0.257584,0.07143,2737,3930,168008,112006,1,0,0,0,1,1,0,DDoS
30.6159,1,65482,859,766,65110,85.0,0.451587,0.29497,461,305,39066,26044,0,1,0,0,0,0,0,DNS-Tunneling
4.39,6,5204,810,25,10850,434.0,0.490374,0.277287,11,14,6510,4340,0,1,0,0,1,0,0,BENIGN
45.239,17,36543,297,514,98174,191.0,0.387762,0.259049,215,299,58904,39270,0,1,0,0,0,0,0,DNS-Tunneling
4.9271,6,45178,355,24,9744,406.0,0.132682,0.205708,14,10,5846,3898,1,0,0,0,0,0,0,Malware-C2
28.3857,1,21216,50,45,20970,466.0,0.01626,0.019872,23,22,12582,8388,0,0,0,0,1,0,0,BENIGN
6.9911,17,3247,954,83,15853,191.0,0.437012,0.078932,35,48,9511,6342,0,1,0,0,1,0,0,BENIGN
8.6276,6,45522,601,407,36630,90.0,0.184578,0.146042,164,243,21978,14652,1,0,1,0,0,0,192,SSH-Bruteforce
29.3355,1,26580,915,74,35520,480.0,0.271302,0.069875,50,24,21312,14208,1,1,0,0,0,0,0,BENIGN
1.9363,6,61869,339,65,21320,328.0,0.150041,0.150299,35,30,12792,8528,1,1,0,1,1,0,1,BENIGN
0.3768,1,31513,124,13,18707,1439.0,0.289403,0.066675,7,6,11224,7483,0,0,1,0,1,0,1,SQL-Injection
4.0649,6,26006,893,6,1380,230.0,0.431675,0.063601,3,3,828,552,0,1,1,0,0,0,9,PrivilegeEscalation
4.0776,1,56840,505,96,47232,492.0,0.221247,0.231795,43,53,28339,18893,0,1,0,0,0,0,0,BENIGN
2.6117,6,42875,120,21,8484,404.0,0.04527,0.226849,9,12,5090,3394,0,1,0,1,1,0,10,PrivilegeEscalation
21.0544,17,64615,997,880,2984080,3391.0,0.190515,0.185395,547,333,1790448,1193632,1,1,0,0,1,0,1,Ransomware
11.7826,6,60092,890,57,5928,104.0,0.161598,0.000266,26,31,3556,2372,1,1,0,0,1,0,1,BENIGN
4.8239,1,17288,820,34,10302,303.0,0.270143,0.265393,17,17,6181,4121,0,1,0,1,1,0,1,BENIGN
20.0209,6,40401,822,66,22968,348.0,0.230159,0.067019,41,25,13780,9188,0,1,0,0,1,0,1,BENIGN
140.2364,6,49199,530,39628,3328752,84.0,0.422304,0.075694,16783,22845,1997251,1331501,1,0,0,0,0,1,0,DDoS
75.6394,1,5591,615,7449,707655,95.0,0.181396,0.043965,4571,2878,424593,283062,1,0,0,0,0,1,0,DDoS
163.1505,6,19036,112,8209,12888130,1570.0,0.376855,0.043314,4180,4029,7732878,5155252,0,1,0,1,1,0,0,DataExfiltration
178.1027,1,62076,790,6730,20364980,3026.0,0.387881,0.278698,3217,3513,12218988,8145992,0,1,0,0,1,0,0,DataExfiltration
6.7882,1,50722,401,52,8008,154.0,0.40143,0.060401,26,26,4804,3204,0,1,0,0,0,0,1,BENIGN
103.2411,17,25200,999,394,26004,66.0,0.177939,0.169473,161,233,15602,10402,0,0,1,0,0,0,217,SSH-Bruteforce
8.7865,17,46472,993,1450,94250,65.0,0.404385,0.118985,901,549,56550,37700,1,0,0,0,0,0,0,PortScan
25.4785,1,65077,968,97,33368,344.0,0.088094,0.288826,45,52,20020,13348,0,1,1,0,1,0,0,BENIGN
98.1571,1,27149,837,45668,2785748,61.0,0.439952,0.268455,24581,21087,1671448,1114300,1,0,0,0,0,1,0,DDoS
1.7109,1,52014,458,9,3501,389.0,0.350352,0.142359,5,4,2100,1401,0,1,0,1,1,0,2,SQL-Injection
22.1978,1,60773,474,45970,3539690,77.0,0.121823,0.250214,27357,18613,2123814,1415876,1,0,0,0,0,1,0,DDoS
46.2576,6,49446,433,405,48195,119.0,0.069323,0.149874,252,153,28917,19278,0,1,0,0,0,0,0,DNS-Tunneling
12.3976,17,60836,35,62,11098,179.0,0.037691,0.150755,32,30,6658,4440,0,1,1,1,1,0,1,BENIGN
2.09,17,55044,390,5,1175,235.0,0.003914,0.082899,2,3,705,470,0,1,1,0,1,0,2,PrivilegeEscalation
7.1045,6,62421,57,4158,328482,79.0,0.492094,0.243375,2471,1687,197089,131393,1,0,1,0,0,0,0,PortScan
41.8117,1,26978,577,235,33605,143.0,0.001081,0.014275,119,116,20163,13442,0,1,0,0,0,0,0,DNS-Tunneling
9.3456,1,37492,126,99,8514,86.0,0.366528,0.17998,45,54,5108,3406,1,0,0,1,0,0,0,BENIGN
178.2543,6,54445,622,5146,7755022,1507.0,0.296351,0.075381,2069,3077,4653013,3102009,0,0,0,0,0,0,0,DataExfiltration
3.5064,1,6277,40,109,3052,28.0,0.442722,0.208723,49,60,1831,1221,0,0,0,0,0,0,0,ARP-Spoofing
4.2841,17,36488,800,24,3168,132.0,0.065971,0.103665,10,14,1900,1268,0,1,1,0,1,0,1,BENIGN
24.6458,6,48525,255,50,13600,272.0,0.151565,0.046755,22,28,8160,5440,0,0,0,1,0,0,0,BENIGN
25.6149,1,36956,476,6,1386,231.0,0.345335,0.289745,3,3,831,555,0,1,0,1,0,0,1,BENIGN
2.5035,1,63622,551,69,26772,388.0,0.460447,0.016455,33,36,16063,10709,0,1,0,0,0,0,1,BENIGN
28.768,17,55938,412,6,1602,267.0,0.359607,0.04743,3,3,961,641,0,0,0,0,0,0,0,BENIGN
1.532,6,12838,566,70,35140,502.0,0.170276,0.039694,48,22,21084,14056,0,1,0,0,1,0,1,BENIGN
0.562,17,10048,721,33,5643,171.0,0.036469,0.023176,14,19,3385,2258,0,1,0,1,0,0,0,Malware-C2
5.086,1,64374,412,96,33312,347.0,0.197362,0.042283,63,33,19987,13325,1,1,0,0,1,0,1,BENIGN
3.1641,6,51221,392,1930,119660,62.0,0.3388,0.196651,875,1055,71796,47864,1,0,1,0,0,0,0,PortScan
13.122,6,52108,587,4290,287430,67.0,0.499902,0.080293,2074,2216,172458,114972,1,0,1,0,0,0,0,PortScan
6.9238,1,45556,169,35,16240,464.0,0.34507,0.148145,16,19,9744,6496,1,1,1,1,0,0,0,BENIGN
47.7362,6,14227,324,381,26670,70.0,0.047016,0.128396,178,203,16002,10668,1,1,0,0,0,0,206,SSH-Bruteforce
33.8682,1,53243,978,128,20480,160.0,0.15308,0.297007,54,74,12288,8192,1,1,1,0,0,0,158,SSH-Bruteforce
287.8579,17,59849,1019,2494,3601336,1444.0,0.205346,0.021176,1703,791,2160801,1440535,1,1,0,0,1,0,0,DataExfiltration
105.6351,1,11101,367,199,31641,159.0,0.328926,0.292589,102,97,18984,12657,1,0,0,1,0,0,198,SSH-Bruteforce
0.6888,1,40204,897,99,25245,255.0,0.461443,0.069145,45,54,15147,10098,1,1,0,1,0,0,0,BENIGN
19.2879,17,49334,630,48,13056,272.0,0.114945,0.082707,24,24,7833,5223,0,1,0,0,0,0,0,BENIGN
46.5906,17,21396,965,189,36477,193.0,0.496513,0.038588,105,84,21886,14591,0,0,0,0,0,0,0,DNS-Tunneling
285.4651,1,2476,787,4092,31848036,7783.0,0.177721,0.236209,2088,2004,19108821,12739215,0,1,0,0,0,0,0,DataExfiltration
14.8136,6,54938,638,34,3468,102.0,0.424553,0.133538,20,14,2080,1388,0,1,0,0,1,0,1,BENIGN
24.2534,6,47554,947,7,2688,384.0,0.264544,0.22205,2,5,1612,1076,1,1,0,0,1,0,1,BENIGN
9.9476,17,27719,193,43,9933,231.0,0.154436,0.251434,27,16,5959,3974,0,0,0,0,0,0,0,BENIGN
20.2073,17,40521,802,13,6188,476.0,0.377059,0.116998,5,8,3712,2476,1,0,0,0,0,0,1,BENIGN
19.0309,17,39334,743,910,1220310,1341.0,0.352867,0.029113,367,543,732186,488124,1,1,0,1,0,0,2,Ransomware
3.1075,17,63266,563,74,23606,319.0,0.009909,0.028443,40,34,14163,9443,1,0,1,0,1,0,0,BENIGN
0.1044,6,28564,886,27,17253,639.0,0.048934,0.022894,13,14,10351,6902,0,1,0,0,1,0,2,SQL-Injection
7.4991,6,22864,587,23,5658,246.0,0.001562,0.065735,14,9,3394,2264,1,0,0,0,1,0,1,BENIGN
299.4122,1,51300,752,6941,37113527,5347.0,0.458986,0.22843,4344,2597,22268116,14845411,0,1,0,1,1,0,0,DataExfiltration
253.7343,6,64119,853,24850,2236500,90.0,0.376733,0.08732,11170,13680,1341900,894600,1,0,0,0,0,1,0,DDoS
7.6348,6,50628,578,87,20619,237.0,0.358982,0.052383,52,35,12371,8248,1,1,0,0,0,0,0,BENIGN
60.2103,17,51237,604,28650,1375200,48.0,0.129868,0.07626,16239,12411,825120,550080,1,0,0,0,0,0,0,DDoS
15.1465,17,23817,417,26,9490,365.0,0.019651,0.23685,13,13,5694,3796,1,0,0,0,0,0,0,BENIGN
7.6405,6,45569,422,28,20916,747.0,0.083285,0.059411,11,17,12549,8367,0,1,0,0,1,0,5,GeoAnomaly
21.9821,17,15156,58,54,9720,180.0,0.300337,0.278993,37,17,5832,3888,0,1,0,0,1,0,1,BENIGN
8.1739,1,16153,590,30,7620,254.0,0.428582,0.004209,19,11,4572,3048,1,1,0,0,1,0,1,BENIGN
126.8343,17,23432,255,45105,2570985,57.0,0.293439,0.120661,18739,26366,1542591,1028394,1,0,0,0,0,1,0,DDoS
0.0572,6,18262,930,19,4275,225.0,0.113388,0.214972,9,10,2565,1710,0,1,0,1,1,0,0,SQL-Injection
4.9415,17,37660,546,29,6757,233.0,0.416635,0.208085,11,18,4054,2703,1,1,0,0,0,0,0,Malware-C2
1.6669,17,32124,141,18,24984,1388.0,0.33832,0.26755,9,9,14990,9994,0,1,0,0,1,0,0,SQL-Injection
13.4606,1,17152,594,82,6642,81.0,0.4035,0.253977,48,34,3985,2657,1,1,0,1,0,0,1,BENIGN
3.8266,6,8961,351,30,4920,164.0,0.054656,0.217997,20,10,2952,1968,0,0,0,0,0,0,5,PrivilegeEscalation
2.2546,17,58204,861,36,14400,400.0,0.483663,0.260055,16,20,8640,5760,1,0,0,0,1,0,0,Malware-C2
18.1057,1,2845,840,45,6165,137.0,0.290475,0.030256,21,24,3699,2466,1,0,0,1,1,0,1,BENIGN
16.6974,6,10165,896,47,17202,366.0,0.114847,0.041666,19,28,10321,6881,0,1,0,0,1,0,0,BENIGN
133.8509,6,65307,823,9216,59526144,6459.0,0.071086,0.100681,4337,4879,35715686,23810458,0,1,0,1,1,0,0,DataExfiltration
23.9743,6,43292,253,55,26895,489.0,0.486288,0.290557,35,20,16137,10758,0,1,0,1,0,0,1,BENIGN
13.5313,6,21859,74,703,1439041,2047.0,0.111203,0.001934,475,228,863424,575617,0,1,0,0,1,0,2,Ransomware
5.5694,1,40061,46,50,9900,198.0,0.297916,0.136962,26,24,5940,3960,0,1,0,0,0,0,0,BENIGN
6.5915,6,1402,547,2786,186662,67.0,0.186852,0.29833,1474,1312,111997,74665,1,0,0,0,0,0,0,PortScan
13.1988,1,28030,688,63,7308,116.0,0.444899,0.202226,39,24,4384,2924,0,1,0,0,1,0,0,BENIGN
49.1768,6,30367,430,330,33660,102.0,0.239507,0.08147,215,115,20196,13464,1,1,0,0,0,0,210,SSH-Bruteforce
6.4153,1,3107,507,853,564686,662.0,0.171183,0.114198,459,394,338811,225875,0,1,0,0,0,0,0,Ransomware
2.2626,1,29830,876,82,24108,294.0,0.015184,0.108516,49,33,14464,9644,0,1,0,0,1,0,1,BENIGN
4.2033,6,58192,1012,11,2464,224.0,0.394162,0.290164,7,4,1478,986,1,0,0,0,0,0,0,Malware-C2
0.437,6,34491,648,67,31624,472.0,0.215775,0.062541,34,33,18974,12650,0,1,0,1,0,0,1,BENIGN
31.8657,1,45136,261,489,61614,126.0,0.111137,0.213758,277,212,36968,24646,0,1,0,0,1,0,236,SSH-Bruteforce
0.4985,1,33636,962,22,41624,1892.0,0.399719,0.256786,13,9,24974,16650,0,1,0,0,1,0,0,SQL-Injection
18.9972,6,1335,838,286,9724,34.0,0.236173,0.166728,117,169,5834,3890,0,0,0,0,0,0,0,ARP-Spoofing
24.7909,17,10940,573,40,18280,457.0,0.21716,0.186355,19,21,10968,7312,0,0,0,1,0,0,1,BENIGN
11.7011,17,53833,293,43,15437,359.0,0.388032,0.0519,22,21,9262,6175,0,1,0,0,0,0,0,BENIGN
85.957,17,12363,97,47080,3248520,69.0,0.291943,0.086985,25276,21804,1949112,1299408,1,0,0,0,0,0,0,DDoS
192.0642,1,44311,92,6635,38164520,5752.0,0.019293,0.285443,4075,2560,22898712,15265808,1,1,0,0,0,0,0,DataExfiltration
1.7908,17,15861,566,25,25000,1000.0,0.456389,0.250908,16,9,15000,10000,0,0,0,0,0,0,4,GeoAnomaly
0.1712,6,29878,372,7,12551,1793.0,0.315839,0.176842,3,4,7530,5021,1,1,0,1,1,0,1,XSS
38.7385,17,15945,782,771,98688,128.0,0.049652,0.196938,471,300,59212,39476,1,0,0,0,1,0,0,DNS-Tunneling
23.262,17,30735,178,83,8881,107.0,0.081294,0.013742,48,35,5328,3553,0,1,0,0,1,0,1,BENIGN
93.4517,6,55268,541,222,34188,154.0,0.060948,0.210421,110,112,20512,13676,1,0,0,0,0,0,131,SSH-Bruteforce
94.3804,17,18301,167,6221,13151194,2114.0,0.142559,0.011522,4033,2188,7890716,5260478,1,1,0,1,1,0,0,DataExfiltration
0.7564,1,25700,539,13,12428,956.0,0.345142,0.256295,7,6,7456,4972,1,0,0,0,1,0,1,SQL-Injection
14.5804,6,17881,151,54,5724,106.0,0.261291,0.02663,37,17,3434,2290,1,1,0,0,0,0,0,BENIGN
82.9149,17,43048,329,47343,3834783,81.0,0.073588,0.153978,32971,14372,2300869,1533914,1,0,0,0,0,1,0,DDoS
0.3062,1,52388,881,9,8145,905.0,0.188887,0.18211,3,6,4887,3258,0,0,0,0,1,0,1,XSS
14.8937,6,55089,177,235,7520,32.0,0.259471,0.069511,110,125,4512,3008,0,0,0,0,0,0,0,ARP-Spoofing
5.7179,1,8219,345,52,14560,280.0,0.213743,0.077635,35,17,8736,5824,0,1,0,0,1,0,1,BENIGN
24.4047,6,14965,177,48,18144,378.0,0.485183,0.133372,29,19,10886,7258,1,1,0,1,0,0,1,BENIGN
1.5323,1,19955,784,40,28560,714.0,0.186956,0.134395,23,17,17136,11424,0,1,0,0,0,0,4,GeoAnomaly
7.0034,6,48774,116,52,15184,292.0,0.035817,0.134879,33,19,9110,6074,1,1,0,0,1,0,0,BENIGN
0.8143,6,55829,387,28,33320,1190.0,0.053707,0.095043,11,17,19992,13328,0,1,0,1,1,0,0,SQL-Injection
3.7353,17,57978,118,57,16530,290.0,0.036192,0.245484,37,20,9918,6612,0,1,0,0,0,0,0,Malware-C2
0.8029,1,40553,111,5,8550,1710.0,0.003549,0.221034,2,3,5130,3420,1,1,0,1,1,0,1,XSS
33.4805,6,25966,738,578,31790,55.0,0.093847,0.122292,307,271,19074,12716,0,1,0,1,0,0,0,DNS-Tunneling
24.3185,17,54209,755,30,8010,267.0,0.015935,0.026736,14,16,4806,3204,0,0,1,0,1,0,0,BENIGN
7.2477,17,61590,251,244,9760,40.0,0.361024,0.037811,115,129,5856,3904,0,0,0,0,0,0,0,ARP-Spoofing
59.4472,17,60339,758,143,27599,193.0,0.120376,0.155372,99,44,16559,11040,1,0,0,1,0,0,0,DNS-Tunneling
2.4775,17,63137,248,79,30099,381.0,0.23565,0.174846,46,33,18059,12040,0,1,0,0,0,0,0,Malware-C2
7.6844,6,1040,969,193,7334,38.0,0.120186,0.045952,104,89,4400,2934,0,0,0,0,0,0,0,ARP-Spoofing
1.1315,6,30750,387,12,17424,1452.0,0.493719,0.14291,6,6,10454,6970,0,1,0,0,1,0,2,SQL-Injection
36.6071,17,30761,819,200,15400,77.0,0.005801,0.101396,105,95,9240,6160,1,1,1,1,0,0,289,SSH-Bruteforce
24.3935,17,37113,412,90,21780,242.0,0.058854,0.270411,38,52,13068,8712,0,1,0,0,0,0,0,BENIGN
57.4695,1,39055,787,304,696464,2291.0,0.360945,0.056095,204,100,417878,278586,0,1,0,1,1,0,2,Ransomware
12.8004,17,53220,515,217,7812,36.0,0.114797,0.126778,145,72,4687,3125,0,0,0,0,0,0,0,ARP-Spoofing
0.5739,17,50357,260,15,35430,2362.0,0.484968,0.034482,10,5,21258,14172,1,0,0,0,1,0,0,XSS
18.3688,17,40250,903,56,4200,75.0,0.014401,0.215231,31,25,2520,1680,1,0,0,0,1,0,1,BENIGN
18.2316,17,49704,637,16,4912,307.0,0.488991,0.047706,8,8,2947,1965,0,1,0,0,1,0,0,BENIGN
4.1986,17,46308,722,313,55401,177.0,0.465143,0.147249,129,184,33240,22161,0,1,0,0,1,0,77,SSH-Bruteforce
41.3825,1,1632,862,233,25863,111.0,0.435146,0.296589,156,77,15517,10346,1,0,1,0,1,0,69,SSH-Bruteforce
15.1618,17,20992,414,27,7479,277.0,0.000392,0.003857,12,15,4487,2992,1,1,0,0,0,0,0,BENIGN
20.6863,6,10196,380,2699,175435,65.0,0.406702,0.058612,1493,1206,105261,70174,1,0,1,0,0,0,0,PortScan
26.9639,6,65499,40,6,2520,420.0,0.308262,0.118824,3,3,1512,1008,1,1,0,0,0,0,0,BENIGN
9.7545,1,15322,285,94,32242,343.0,0.172833,0.18362,38,56,19345,12897,0,1,0,0,0,0,0,BENIGN
54.1103,17,50454,866,545,1175020,2156.0,0.497428,0.134778,280,265,705012,470008,1,1,0,1,0,0,1,Ransomware
8.0613,6,13559,47,145,5510,38.0,0.194248,0.05652,71,74,3306,2204,0,0,0,0,0,0,0,ARP-Spoofing
5.2144,17,24432,877,76,23788,313.0,0.139577,0.135935,36,40,14272,9516,0,1,0,0,0,0,1,BENIGN
13.2498,6,59233,785,4437,354960,80.0,0.117562,0.220422,1911,2526,212976,141984,1,0,1,0,0,0,0,PortScan
32.3912,1,21908,275,378,72576,192.0,0.120501,0.296479,237,141,43545,29031,1,0,0,1,0,0,273,SSH-Bruteforce
15.3192,1,25353,28,18,1224,68.0,0.208963,0.14537,7,11,734,490,0,0,0,1,0,0,0,BENIGN
210.7625,6,40986,510,10995,824625,75.0,0.294587,0.176469,4489,6506,494775,329850,1,0,0,0,0,1,0,DDoS
40.8576,6,6363,825,19614,1431822,73.0,0.253641,0.230826,11705,7909,859093,572729,1,0,0,0,1,1,0,DDoS
1.5772,6,29331,12,39,19032,488.0,0.328464,0.083833,21,18,11419,7613,1,0,0,1,0,0,1,GeoAnomaly
2.5954,1,35807,842,16,6992,437.0,0.421799,0.033944,7,9,4195,2797,0,0,1,0,0,0,3,PrivilegeEscalation
25.8626,1,46618,837,402,30954,77.0,0.088891,0.228835,188,214,18572,12382,1,0,0,0,0,0,277,SSH-Bruteforce
20.2927,1,22613,26,62,27652,446.0,0.488548,0.138081,32,30,16591,11061,1,1,0,0,1,0,0,BENIGN
100.013,17,37658,464,38347,2991066,78.0,0.020518,0.221864,26433,11914,1794639,1196427,1,0,0,0,0,1,0,DDoS
81.1779,17,34536,403,80,14480,181.0,0.12636,0.256566,33,47,8688,5792,1,0,1,0,1,0,235,SSH-Bruteforce
